Marker	Chromosome	Position	Population
1_53635186	1	65.38	Mo17
1_55453061	1	65.77	Mo17
1_56308094	1	66.17	Mo17
1_57791196	1	66.56	Mo17
1_59505962	1	66.95	Mo17
1_59959333	1	67.34	Mo17
1_60087187	1	67.73	Mo17
1_60094565	1	68.12	Mo17
1_60835053	1	68.51	Mo17
1_61694504	1	68.91	Mo17
1_61694512	1	69.3	Mo17
1_61694705	1	70.08	Mo17
1_64207036	1	70.47	Mo17
1_67646526	1	70.87	Mo17
1_67849347	1	71.65	Mo17
1_67984854	1	72.04	Mo17
1_90222105	1	73.62	Mo17
1_90222106	1	74.4	Mo17
1_90792391	1	74.8	Mo17
1_90819965	1	75.19	Mo17
1_90820028	1	76.37	Mo17
1_90820061	1	77.15	Mo17
1_90882067	1	79.13	Mo17
1_90892964	1	79.91	Mo17
1_90892966	1	80.31	Mo17
1_90892970	1	81.48	Mo17
1_95457484	1	81.88	Mo17
1_97611084	1	82.27	Mo17
1_99283151	1	83.05	Mo17
1_99283166	1	83.44	Mo17
1_99283484	1	83.84	Mo17
1_99664607	1	84.62	Mo17
1_99714720	1	85.01	Mo17
1_106843917	1	85.8	Mo17
1_106843918	1	86.19	Mo17
1_112849781	1	86.97	Mo17
1_116086188	1	87.36	Mo17
1_119378379	1	88.15	Mo17
1_119693602	1	88.54	Mo17
1_121399396	1	89.33	Mo17
1_133331354	1	90.11	Mo17
1_142704899	1	90.5	Mo17
1_155677012	1	90.89	Mo17
1_157239943	1	91.28	Mo17
1_161683258	1	91.68	Mo17
1_162586579	1	92.07	Mo17
1_168310724	1	92.46	Mo17
1_174003701	1	92.85	Mo17
1_174016983	1	93.24	Mo17
1_176049357	1	93.63	Mo17
1_179592341	1	94.03	Mo17
1_179720047	1	94.42	Mo17
1_179963672	1	95.2	Mo17
1_180612182	1	95.59	Mo17
1_182075803	1	95.98	Mo17
1_182356542	1	96.38	Mo17
1_182356581	1	96.77	Mo17
1_187092906	1	97.16	Mo17
1_187120911	1	97.55	Mo17
1_187120925	1	97.94	Mo17
1_187974422	1	98.33	Mo17
1_187980427	1	98.72	Mo17
1_189087512	1	99.12	Mo17
1_191863440	1	100.3	Mo17
1_192043391	1	101.87	Mo17
1_192043398	1	102.26	Mo17
1_193169958	1	102.66	Mo17
1_193768254	1	103.05	Mo17
1_193768259	1	103.44	Mo17
1_194659938	1	103.83	Mo17
1_195754310	1	104.22	Mo17
1_195758537	1	104.61	Mo17
1_195767119	1	105	Mo17
1_195769453	1	105.4	Mo17
1_195769454	1	106.58	Mo17
1_196265703	1	106.97	Mo17
1_197374311	1	107.36	Mo17
1_199075640	1	107.75	Mo17
1_199075674	1	109.33	Mo17
1_199075679	1	110.51	Mo17
1_199075684	1	111.29	Mo17
1_199161072	1	111.68	Mo17
1_199161091	1	112.47	Mo17
1_199273526	1	112.86	Mo17
1_199485132	1	113.25	Mo17
1_199501450	1	113.64	Mo17
1_200247732	1	114.04	Mo17
1_200628997	1	114.43	Mo17
1_200635808	1	114.82	Mo17
1_200635849	1	115.21	Mo17
1_200721644	1	115.6	Mo17
1_202763086	1	115.99	Mo17
1_203715630	1	116.38	Mo17
1_203720117	1	117.96	Mo17
1_205192909	1	118.35	Mo17
1_205832658	1	118.75	Mo17
1_206317411	1	119.14	Mo17
1_206317548	1	119.92	Mo17
1_206329860	1	120.31	Mo17
1_206339235	1	120.71	Mo17
1_206339250	1	121.1	Mo17
1_206429954	1	121.49	Mo17
1_207387969	1	121.88	Mo17
1_208315865	1	122.27	Mo17
1_208431154	1	122.66	Mo17
1_208431296	1	123.06	Mo17
1_208431322	1	123.45	Mo17
1_208529203	1	124.23	Mo17
1_210465356	1	124.62	Mo17
1_210525054	1	125.01	Mo17
1_211621970	1	125.41	Mo17
1_212488064	1	126.19	Mo17
1_212502335	1	126.98	Mo17
1_212902029	1	127.37	Mo17
1_212980260	1	127.76	Mo17
1_212987209	1	128.94	Mo17
1_213093914	1	129.33	Mo17
1_213130384	1	129.72	Mo17
1_214929456	1	130.12	Mo17
1_214992911	1	130.51	Mo17
1_214993019	1	131.29	Mo17
1_214993026	1	131.68	Mo17
1_214993355	1	132.08	Mo17
1_214993765	1	132.47	Mo17
1_216875564	1	132.86	Mo17
1_217586127	1	133.25	Mo17
1_219553308	1	133.64	Mo17
1_219553314	1	134.43	Mo17
1_219975965	1	136.4	Mo17
1_223566127	1	140	Mo17
1_229613070	1	140.39	Mo17
1_229900399	1	141.18	Mo17
1_230012821	1	141.57	Mo17
1_230720299	1	142.35	Mo17
1_230957070	1	143.93	Mo17
1_231279283	1	145.51	Mo17
1_232513586	1	146.69	Mo17
1_232514054	1	147.87	Mo17
1_237053449	1	148.26	Mo17
1_251995265	1	148.65	Mo17
1_251995326	1	149.44	Mo17
1_251995343	1	149.83	Mo17
1_253381673	1	150.61	Mo17
1_253719150	1	152.19	Mo17
1_255089284	1	152.58	Mo17
1_255089333	1	153.37	Mo17
1_255638118	1	154.55	Mo17
1_255638129	1	154.94	Mo17
1_257972299	1	156.12	Mo17
1_264989532	1	156.9	Mo17
1_267198718	1	158.08	Mo17
1_267783913	1	158.87	Mo17
1_268610210	1	160.05	Mo17
1_268610397	1	161.23	Mo17
1_268610598	1	163.2	Mo17
1_268610619	1	163.99	Mo17
1_268812860	1	164.38	Mo17
1_268812889	1	164.77	Mo17
1_268948969	1	165.16	Mo17
1_269328775	1	165.55	Mo17
1_269328778	1	166.34	Mo17
1_269328781	1	167.12	Mo17
1_270696911	1	171.51	Mo17
1_270696988	1	175.9	Mo17
1_271334864	1	177.87	Mo17
1_271334865	1	178.27	Mo17
1_271768436	1	178.66	Mo17
1_271912322	1	179.05	Mo17
1_273100835	1	179.44	Mo17
1_274731414	1	179.83	Mo17
1_275768594	1	180.22	Mo17
1_275776607	1	181.4	Mo17
1_276700305	1	182.58	Mo17
1_277497694	1	182.97	Mo17
1_278041145	1	183.36	Mo17
1_278713965	1	183.76	Mo17
1_279122652	1	184.15	Mo17
1_279123902	1	184.54	Mo17
1_279773513	1	184.93	Mo17
1_279911748	1	185.32	Mo17
1_279915784	1	185.71	Mo17
1_280344199	1	186.1	Mo17
1_280468649	1	186.5	Mo17
1_280715369	1	187.28	Mo17
1_280716143	1	187.67	Mo17
1_281065292	1	188.06	Mo17
1_281158277	1	188.85	Mo17
1_281700866	1	189.24	Mo17
1_281700874	1	190.03	Mo17
1_281700890	1	190.42	Mo17
1_281700935	1	190.81	Mo17
1_281701841	1	191.2	Mo17
1_281701868	1	191.59	Mo17
1_281701872	1	192.77	Mo17
1_281701969	1	193.16	Mo17
1_281701970	1	193.55	Mo17
1_281701974	1	193.95	Mo17
1_281701977	1	194.34	Mo17
1_281706929	1	194.73	Mo17
1_281709319	1	195.12	Mo17
1_281864752	1	195.51	Mo17
1_281864855	1	196.3	Mo17
1_284500666	1	197.08	Mo17
1_285075814	1	197.47	Mo17
1_285075837	1	197.86	Mo17
1_285309837	1	198.26	Mo17
1_285523322	1	198.65	Mo17
1_285928871	1	199.04	Mo17
1_285928877	1	199.43	Mo17
1_285964902	1	199.82	Mo17
1_286021872	1	200.21	Mo17
1_286453013	1	200.61	Mo17
1_286453908	1	201	Mo17
1_286453917	1	201.39	Mo17
1_286656776	1	201.78	Mo17
1_287594228	1	202.56	Mo17
1_287984277	1	203.35	Mo17
1_288696516	1	203.74	Mo17
1_288731583	1	204.13	Mo17
1_288759803	1	204.52	Mo17
1_289271440	1	204.92	Mo17
1_289337192	1	205.31	Mo17
1_289520856	1	205.7	Mo17
1_289566288	1	206.09	Mo17
1_289566346	1	206.48	Mo17
1_289568279	1	206.87	Mo17
1_290121117	1	207.66	Mo17
1_290135450	1	208.05	Mo17
1_290202688	1	209.23	Mo17
1_290265826	1	210.41	Mo17
1_290269119	1	210.8	Mo17
1_290269142	1	211.19	Mo17
1_290295646	1	211.59	Mo17
1_296768102	1	211.98	Mo17
1_296768104	1	214.36	Mo17
1_296961499	1	214.75	Mo17
1_296961502	1	215.14	Mo17
1_297750325	1	216.72	Mo17
1_297804481	1	218.3	Mo17
2_12352416	2	0	Mo17
2_12352465	2	2.38	Mo17
2_12355192	2	2.77	Mo17
2_12355194	2	3.16	Mo17
2_14222452	2	3.55	Mo17
2_14267092	2	3.95	Mo17
2_14805764	2	5.52	Mo17
2_15883269	2	5.91	Mo17
2_15973605	2	6.7	Mo17
2_16233555	2	7.88	Mo17
2_16233559	2	9.06	Mo17
2_16233592	2	11.44	Mo17
2_16233597	2	11.83	Mo17
2_21597494	2	12.22	Mo17
2_21729096	2	12.61	Mo17
2_21729148	2	14.19	Mo17
2_22039867	2	16.16	Mo17
2_22039871	2	18.14	Mo17
2_22195137	2	18.93	Mo17
2_22195142	2	19.71	Mo17
2_22397293	2	21.29	Mo17
2_22610689	2	21.68	Mo17
2_22610699	2	26.1	Mo17
2_22884539	2	28.07	Mo17
2_22971564	2	28.46	Mo17
2_22971566	2	28.85	Mo17
2_22971591	2	29.25	Mo17
2_22972190	2	30.03	Mo17
2_22972204	2	30.42	Mo17
2_22972374	2	30.81	Mo17
2_23317496	2	31.2	Mo17
2_23469813	2	31.6	Mo17
2_23669587	2	31.99	Mo17
2_24011000	2	32.38	Mo17
2_25747245	2	32.77	Mo17
2_26723509	2	33.16	Mo17
2_27551273	2	33.55	Mo17
2_27564651	2	33.94	Mo17
2_28143217	2	34.34	Mo17
2_28310303	2	34.73	Mo17
2_28651319	2	35.51	Mo17
2_28672375	2	35.9	Mo17
2_29264726	2	36.29	Mo17
2_30330298	2	36.69	Mo17
2_31827492	2	37.08	Mo17
2_31827493	2	37.47	Mo17
2_31827494	2	37.86	Mo17
2_33075549	2	38.25	Mo17
2_33620098	2	39.04	Mo17
2_33731613	2	39.43	Mo17
2_33780900	2	39.82	Mo17
2_33781076	2	41	Mo17
2_33795579	2	43.78	Mo17
2_34670695	2	45.75	Mo17
2_34671140	2	47.33	Mo17
2_34672008	2	47.72	Mo17
2_34673708	2	48.11	Mo17
2_34924882	2	49.29	Mo17
2_35277220	2	50.08	Mo17
2_35320475	2	50.47	Mo17
2_36136324	2	51.25	Mo17
2_36906290	2	53.63	Mo17
2_36936687	2	54.02	Mo17
2_37140501	2	54.81	Mo17
2_37331278	2	56.78	Mo17
2_37570572	2	57.96	Mo17
2_38140240	2	58.75	Mo17
2_38324945	2	59.14	Mo17
2_38547416	2	62.73	Mo17
2_38552808	2	63.91	Mo17
2_38553087	2	64.7	Mo17
2_43558556	2	65.09	Mo17
2_43835605	2	67.87	Mo17
2_44197631	2	69.05	Mo17
2_44197680	2	70.23	Mo17
2_44197681	2	70.62	Mo17
2_44200063	2	71.01	Mo17
2_44697650	2	71.4	Mo17
2_45203580	2	72.19	Mo17
2_45203733	2	73.37	Mo17
2_45204257	2	75.74	Mo17
2_52432486	2	76.53	Mo17
2_52600897	2	77.31	Mo17
2_52600918	2	77.7	Mo17
2_52600920	2	78.49	Mo17
2_52659678	2	78.88	Mo17
2_52659698	2	79.27	Mo17
2_54040307	2	79.66	Mo17
2_54297288	2	80.45	Mo17
2_54959516	2	80.84	Mo17
2_58759627	2	81.23	Mo17
2_59634756	2	81.62	Mo17
2_59729559	2	82.01	Mo17
2_60656450	2	82.4	Mo17
2_62063784	2	82.8	Mo17
2_62727643	2	83.58	Mo17
2_63819667	2	84.37	Mo17
2_66426623	2	84.76	Mo17
2_67148057	2	85.15	Mo17
2_67152231	2	85.54	Mo17
2_68011763	2	86.32	Mo17
2_71894516	2	87.11	Mo17
2_78501376	2	87.5	Mo17
2_79283062	2	87.89	Mo17
2_79480560	2	88.68	Mo17
2_86000858	2	89.07	Mo17
2_86892931	2	89.46	Mo17
2_100484613	2	89.85	Mo17
2_105163509	2	91.03	Mo17
2_109574817	2	91.42	Mo17
2_109574843	2	91.81	Mo17
2_110824873	2	92.2	Mo17
2_111315180	2	92.59	Mo17
2_114782908	2	92.99	Mo17
2_118381147	2	93.38	Mo17
2_120153846	2	93.77	Mo17
2_120153862	2	94.16	Mo17
2_121522892	2	94.94	Mo17
2_129363179	2	95.34	Mo17
2_132080923	2	95.73	Mo17
2_132573300	2	96.12	Mo17
2_133071565	2	96.9	Mo17
2_133071689	2	97.29	Mo17
2_136565778	2	98.87	Mo17
2_140971214	2	99.26	Mo17
2_141160072	2	99.65	Mo17
2_141535371	2	100.04	Mo17
2_143485603	2	100.83	Mo17
2_144476990	2	101.22	Mo17
2_144721002	2	101.61	Mo17
2_144985355	2	102	Mo17
2_149523377	2	102.39	Mo17
2_150014755	2	103.18	Mo17
2_150016347	2	103.57	Mo17
2_150700305	2	103.96	Mo17
2_150797128	2	104.35	Mo17
2_153942295	2	105.53	Mo17
2_153951465	2	105.92	Mo17
2_153967010	2	106.31	Mo17
2_165103588	2	107.1	Mo17
2_165103670	2	107.49	Mo17
2_165833070	2	107.88	Mo17
2_170621093	2	108.27	Mo17
2_170621095	2	108.66	Mo17
2_170876410	2	109.06	Mo17
2_170918322	2	115.53	Mo17
2_171071510	2	120.74	Mo17
2_171820252	2	121.52	Mo17
2_173196889	2	122.31	Mo17
2_173642119	2	122.7	Mo17
2_178022216	2	123.09	Mo17
2_178081454	2	123.48	Mo17
2_178386750	2	123.87	Mo17
2_178497751	2	124.27	Mo17
2_179460915	2	124.66	Mo17
2_180156758	2	125.05	Mo17
2_180156786	2	125.44	Mo17
2_180168369	2	125.83	Mo17
2_180176379	2	126.22	Mo17
2_180176680	2	126.61	Mo17
2_180519156	2	127	Mo17
2_180833214	2	127.4	Mo17
2_181546444	2	127.79	Mo17
2_181884484	2	128.57	Mo17
2_183190964	2	129.36	Mo17
2_183402881	2	129.75	Mo17
2_184000919	2	130.14	Mo17
2_184106985	2	130.53	Mo17
2_184106998	2	130.92	Mo17
2_184259310	2	131.31	Mo17
2_185019070	2	131.71	Mo17
2_185021620	2	132.1	Mo17
2_185172762	2	132.49	Mo17
2_185174325	2	132.88	Mo17
2_185174336	2	133.27	Mo17
2_185176899	2	133.66	Mo17
2_185584484	2	134.05	Mo17
2_185584489	2	134.45	Mo17
2_185600242	2	134.84	Mo17
2_186201718	2	135.62	Mo17
2_186312299	2	136.01	Mo17
2_186854026	2	136.8	Mo17
2_187124434	2	137.19	Mo17
2_188359459	2	137.58	Mo17
2_188816800	2	138.37	Mo17
2_188873441	2	138.76	Mo17
2_188873635	2	139.15	Mo17
2_188885540	2	139.54	Mo17
2_188900229	2	139.93	Mo17
2_189134991	2	140.32	Mo17
2_189490811	2	140.71	Mo17
2_189556036	2	141.11	Mo17
2_189722408	2	141.5	Mo17
2_194158173	2	141.89	Mo17
2_194907632	2	142.28	Mo17
2_197223303	2	143.07	Mo17
2_202635915	2	144.64	Mo17
2_202635930	2	145.04	Mo17
2_203766173	2	145.82	Mo17
2_203936544	2	147.8	Mo17
2_204341899	2	149.38	Mo17
2_205945170	2	149.77	Mo17
2_205945173	2	150.16	Mo17
2_206490142	2	150.95	Mo17
2_207040885	2	151.73	Mo17
2_208132382	2	154.93	Mo17
2_208534183	2	157.31	Mo17
2_209997591	2	158.09	Mo17
2_209997592	2	159.27	Mo17
2_212517438	2	160.45	Mo17
2_212545875	2	161.24	Mo17
2_212545901	2	162.02	Mo17
2_212545925	2	163.2	Mo17
2_212549699	2	163.59	Mo17
2_212641099	2	165.17	Mo17
2_212744524	2	165.56	Mo17
2_213214043	2	165.96	Mo17
2_213310646	2	166.74	Mo17
2_213361041	2	167.13	Mo17
2_213361384	2	167.52	Mo17
2_215016100	2	167.91	Mo17
2_215089154	2	168.31	Mo17
2_215090363	2	169.09	Mo17
2_215410118	2	169.48	Mo17
2_215517709	2	169.87	Mo17
2_216028849	2	170.27	Mo17
2_216190937	2	170.66	Mo17
2_216633570	2	171.05	Mo17
2_216684199	2	171.44	Mo17
2_216757839	2	172.22	Mo17
2_216757843	2	172.62	Mo17
2_216821562	2	173.01	Mo17
2_216822489	2	174.58	Mo17
2_216822565	2	174.98	Mo17
2_216848015	2	176.95	Mo17
2_217227489	2	178.92	Mo17
2_217227633	2	182.51	Mo17
2_217227711	2	182.9	Mo17
2_217821591	2	183.3	Mo17
2_217848924	2	183.69	Mo17
2_218843936	2	184.47	Mo17
2_218843947	2	185.26	Mo17
2_219021394	2	185.65	Mo17
2_219118143	2	186.04	Mo17
2_219660080	2	186.82	Mo17
2_220002744	2	187.22	Mo17
2_220469218	2	188.4	Mo17
2_220763429	2	188.79	Mo17
2_222265711	2	189.57	Mo17
2_222268298	2	190.75	Mo17
2_222272818	2	191.54	Mo17
2_222272873	2	191.93	Mo17
2_222649549	2	192.71	Mo17
2_222693733	2	193.11	Mo17
2_222707746	2	193.5	Mo17
2_222814944	2	193.89	Mo17
2_222876347	2	194.28	Mo17
2_222967745	2	194.67	Mo17
2_223410069	2	195.06	Mo17
2_223410080	2	196.24	Mo17
2_223495256	2	197.82	Mo17
2_223976729	2	198.21	Mo17
2_224550597	2	198.6	Mo17
2_224550884	2	198.99	Mo17
2_225306637	2	199.39	Mo17
2_225681861	2	199.78	Mo17
2_226378267	2	200.17	Mo17
2_226452729	2	200.56	Mo17
2_226549123	2	201.74	Mo17
2_226549124	2	202.92	Mo17
2_226549128	2	205.3	Mo17
2_226631499	2	207.67	Mo17
2_226631531	2	212.07	Mo17
2_226697511	2	214.05	Mo17
2_228081550	2	214.44	Mo17
2_228083027	2	214.83	Mo17
2_229009007	2	215.62	Mo17
2_230867804	2	216.8	Mo17
2_230874675	2	217.58	Mo17
2_230874694	2	217.98	Mo17
2_230881490	2	219.16	Mo17
2_230941973	2	219.55	Mo17
2_230993548	2	220.33	Mo17
2_232180376	2	220.72	Mo17
2_232181997	2	221.12	Mo17
2_232649858	2	221.51	Mo17
2_233012594	2	222.29	Mo17
2_233012598	2	222.68	Mo17
2_233675260	2	223.08	Mo17
2_233691642	2	223.86	Mo17
2_233741906	2	224.65	Mo17
2_233744656	2	226.22	Mo17
2_233747521	2	227.8	Mo17
2_233764479	2	228.19	Mo17
2_233793948	2	228.59	Mo17
2_233911348	2	228.98	Mo17
2_235063783	2	230.16	Mo17
2_235348205	2	230.55	Mo17
2_235490005	2	232.13	Mo17
2_235919175	2	232.91	Mo17
2_236357031	2	233.3	Mo17
2_236485460	2	234.09	Mo17
2_236815260	2	234.48	Mo17
2_236815265	2	234.87	Mo17
3_1628695	3	0	Mo17
3_1629597	3	0.39	Mo17
3_1690494	3	0.78	Mo17
3_1976834	3	1.17	Mo17
3_1980950	3	1.57	Mo17
3_2084094	3	1.96	Mo17
3_2102409	3	2.35	Mo17
3_2102411	3	2.74	Mo17
3_2102412	3	3.13	Mo17
3_2102415	3	3.52	Mo17
3_2102420	3	5.5	Mo17
3_2117131	3	5.89	Mo17
3_2127491	3	6.67	Mo17
3_2127493	3	8.25	Mo17
3_2127517	3	8.64	Mo17
3_2127561	3	9.03	Mo17
3_2139038	3	9.81	Mo17
3_2609022	3	10.99	Mo17
3_2629746	3	11.39	Mo17
3_2688547	3	11.78	Mo17
3_2769437	3	13.35	Mo17
3_2778924	3	14.53	Mo17
3_2782631	3	15.71	Mo17
3_2782636	3	16.1	Mo17
3_2782697	3	16.5	Mo17
3_2782718	3	16.89	Mo17
3_2801955	3	17.28	Mo17
3_2812322	3	17.67	Mo17
3_2956178	3	18.06	Mo17
3_3068200	3	18.45	Mo17
3_3068912	3	18.85	Mo17
3_3112479	3	19.24	Mo17
3_3112508	3	19.63	Mo17
3_3224468	3	20.41	Mo17
3_3312451	3	21.59	Mo17
3_3432766	3	22.77	Mo17
3_3516345	3	23.16	Mo17
3_3525847	3	24.34	Mo17
3_3525851	3	24.74	Mo17
3_3549419	3	25.13	Mo17
3_3549430	3	25.52	Mo17
3_3549550	3	26.3	Mo17
3_3692878	3	26.69	Mo17
3_3698605	3	27.09	Mo17
3_3699165	3	27.48	Mo17
3_3916023	3	28.66	Mo17
3_3986995	3	29.05	Mo17
3_3989171	3	29.44	Mo17
3_4063100	3	29.83	Mo17
3_4139397	3	30.62	Mo17
3_4141030	3	31.4	Mo17
3_4150820	3	31.79	Mo17
3_4674747	3	32.19	Mo17
3_4862234	3	32.58	Mo17
3_5675783	3	33.36	Mo17
3_5823915	3	33.75	Mo17
3_5823917	3	34.15	Mo17
3_5823919	3	34.93	Mo17
3_5823921	3	36.51	Mo17
3_5823924	3	37.29	Mo17
3_5823928	3	37.69	Mo17
3_5823957	3	38.08	Mo17
3_5823968	3	39.26	Mo17
3_5846437	3	39.65	Mo17
3_5849460	3	40.83	Mo17
3_5885087	3	41.61	Mo17
3_5947388	3	42.01	Mo17
3_5954310	3	43.19	Mo17
3_5954328	3	43.58	Mo17
3_5954344	3	43.97	Mo17
3_5958015	3	44.36	Mo17
3_6001234	3	45.54	Mo17
3_6299741	3	45.93	Mo17
3_6301050	3	46.33	Mo17
3_6435185	3	47.11	Mo17
3_6435229	3	47.5	Mo17
3_6435241	3	47.89	Mo17
3_6437226	3	48.28	Mo17
3_6660924	3	48.68	Mo17
3_6681775	3	49.07	Mo17
3_6804769	3	49.46	Mo17
3_6931407	3	51.44	Mo17
3_6971635	3	51.83	Mo17
3_7120265	3	52.22	Mo17
3_7605941	3	52.61	Mo17
3_7605945	3	53	Mo17
3_7747842	3	53.39	Mo17
3_7747868	3	53.78	Mo17
3_8219082	3	54.57	Mo17
3_8219085	3	55.35	Mo17
3_9038739	3	55.75	Mo17
3_9065984	3	56.53	Mo17
3_9068005	3	57.32	Mo17
3_9451129	3	58.1	Mo17
3_9468976	3	58.88	Mo17
3_9469018	3	60.06	Mo17
3_9469349	3	60.46	Mo17
3_9948497	3	61.24	Mo17
3_10273539	3	62.42	Mo17
3_10518358	3	62.81	Mo17
3_10518400	3	63.2	Mo17
3_10939373	3	63.99	Mo17
3_10939374	3	64.38	Mo17
3_11032248	3	65.16	Mo17
3_11534341	3	65.56	Mo17
3_12132178	3	66.34	Mo17
3_12136597	3	66.73	Mo17
3_12287912	3	67.12	Mo17
3_12295651	3	67.51	Mo17
3_12295673	3	67.91	Mo17
3_12295692	3	72.72	Mo17
3_12426539	3	73.11	Mo17
3_12426932	3	75.49	Mo17
3_12426933	3	77.06	Mo17
3_12545739	3	78.64	Mo17
3_12545742	3	79.03	Mo17
3_12545751	3	79.42	Mo17
3_12564334	3	79.81	Mo17
3_12883110	3	80.2	Mo17
3_13280580	3	80.6	Mo17
3_13503497	3	81.38	Mo17
3_13503553	3	81.77	Mo17
3_13503585	3	82.56	Mo17
3_13541243	3	83.34	Mo17
3_13541386	3	83.73	Mo17
3_13541396	3	84.52	Mo17
3_13541426	3	85.3	Mo17
3_13541466	3	86.08	Mo17
3_13726166	3	86.87	Mo17
3_13726207	3	87.26	Mo17
3_13769972	3	87.65	Mo17
3_13769979	3	88.04	Mo17
3_14228428	3	88.43	Mo17
3_14336324	3	88.83	Mo17
3_14336535	3	89.22	Mo17
3_15056252	3	89.61	Mo17
3_17829834	3	90	Mo17
3_17829836	3	90.39	Mo17
3_17831523	3	91.97	Mo17
3_18024920	3	93.15	Mo17
3_19776209	3	93.54	Mo17
3_20378476	3	93.93	Mo17
3_20714639	3	94.32	Mo17
3_21755273	3	95.11	Mo17
3_21755283	3	95.5	Mo17
3_21999244	3	95.89	Mo17
3_26451337	3	96.28	Mo17
3_27552564	3	97.07	Mo17
3_29174677	3	97.85	Mo17
3_29174684	3	98.24	Mo17
3_29174687	3	98.63	Mo17
3_29174688	3	101.01	Mo17
3_29211393	3	104.18	Mo17
3_29212187	3	108.98	Mo17
3_29212992	3	109.38	Mo17
3_31455074	3	110.95	Mo17
3_32404395	3	111.34	Mo17
3_36226680	3	111.73	Mo17
3_36226688	3	112.13	Mo17
3_48981393	3	112.91	Mo17
3_53978602	3	113.3	Mo17
3_54175894	3	113.69	Mo17
3_54273552	3	114.48	Mo17
3_55374450	3	114.87	Mo17
3_93988878	3	116.45	Mo17
3_94451278	3	116.84	Mo17
3_96221713	3	117.23	Mo17
3_113562322	3	117.62	Mo17
3_113780912	3	118.41	Mo17
3_114352093	3	118.8	Mo17
3_114880018	3	119.98	Mo17
3_122075894	3	120.37	Mo17
3_122118679	3	120.76	Mo17
3_127500261	3	121.54	Mo17
3_131011083	3	121.94	Mo17
3_131608850	3	123.12	Mo17
3_139507589	3	125.09	Mo17
3_140125009	3	125.48	Mo17
3_143181281	3	125.88	Mo17
3_145178668	3	126.66	Mo17
3_147408017	3	127.05	Mo17
3_149311960	3	127.44	Mo17
3_149385251	3	127.84	Mo17
3_150831047	3	128.23	Mo17
3_154075136	3	128.62	Mo17
3_154075281	3	129.01	Mo17
3_154075292	3	129.79	Mo17
3_154075313	3	130.19	Mo17
3_154076084	3	130.97	Mo17
3_154094084	3	131.36	Mo17
3_154649398	3	131.75	Mo17
3_154732707	3	132.15	Mo17
3_155968495	3	133.33	Mo17
3_156053342	3	133.72	Mo17
3_156482528	3	134.11	Mo17
3_156794341	3	134.5	Mo17
3_156796659	3	135.29	Mo17
3_156797405	3	135.68	Mo17
3_156800242	3	136.07	Mo17
3_157019832	3	136.85	Mo17
3_157085711	3	137.64	Mo17
3_157086604	3	138.03	Mo17
3_158028700	3	138.42	Mo17
3_159681025	3	138.81	Mo17
3_159687849	3	139.2	Mo17
3_159801859	3	139.6	Mo17
3_159810990	3	139.99	Mo17
3_159817935	3	140.77	Mo17
3_159869865	3	141.16	Mo17
3_159869897	3	141.56	Mo17
3_164391201	3	141.95	Mo17
3_164391441	3	142.34	Mo17
3_164391477	3	142.73	Mo17
3_164477682	3	143.91	Mo17
3_164580744	3	144.3	Mo17
3_164580923	3	144.69	Mo17
3_164589162	3	145.09	Mo17
3_164976865	3	145.48	Mo17
3_165412969	3	145.87	Mo17
3_165412971	3	147.45	Mo17
3_165412973	3	152.7	Mo17
3_165457559	3	156.29	Mo17
3_165460222	3	157.08	Mo17
3_165465608	3	159.46	Mo17
3_166390999	3	160.24	Mo17
3_166447050	3	160.63	Mo17
3_166775843	3	161.03	Mo17
3_166796805	3	161.42	Mo17
3_167374236	3	161.81	Mo17
3_167374239	3	162.2	Mo17
3_167377101	3	162.99	Mo17
3_167377103	3	163.77	Mo17
3_168235614	3	164.16	Mo17
3_168485667	3	164.56	Mo17
3_168485670	3	164.95	Mo17
3_168488321	3	165.34	Mo17
3_168838689	3	166.12	Mo17
3_169043957	3	166.52	Mo17
3_169052497	3	166.91	Mo17
3_169052548	3	167.69	Mo17
3_169053816	3	168.88	Mo17
3_169078733	3	169.27	Mo17
3_170120258	3	169.66	Mo17
3_170459579	3	170.05	Mo17
3_171644216	3	170.44	Mo17
3_172197741	3	170.83	Mo17
3_172197749	3	171.62	Mo17
3_172197750	3	172.01	Mo17
3_172197756	3	172.8	Mo17
3_172200653	3	174.38	Mo17
3_172332527	3	174.77	Mo17
3_172332534	3	175.16	Mo17
3_172336215	3	175.95	Mo17
3_172407530	3	176.34	Mo17
3_172407546	3	176.73	Mo17
3_172415078	3	177.91	Mo17
3_172441524	3	178.3	Mo17
3_172456239	3	178.69	Mo17
3_172456260	3	179.09	Mo17
3_172522580	3	179.48	Mo17
3_173292457	3	179.87	Mo17
3_173292723	3	181.85	Mo17
3_173382176	3	182.24	Mo17
3_173470063	3	182.64	Mo17
3_173470066	3	183.03	Mo17
3_173474241	3	183.42	Mo17
3_173514489	3	184.2	Mo17
3_174462389	3	184.99	Mo17
3_174535992	3	185.78	Mo17
3_175533876	3	186.17	Mo17
3_175631780	3	186.56	Mo17
3_175778121	3	186.95	Mo17
3_175869559	3	187.34	Mo17
3_176260076	3	188.13	Mo17
3_176260077	3	188.52	Mo17
3_176260079	3	188.91	Mo17
3_176260080	3	189.7	Mo17
3_176289245	3	190.48	Mo17
3_176290231	3	192.06	Mo17
3_176292063	3	192.45	Mo17
