Population	TraitID	TraitName	Chromosome	Position	LeftMarker	RightMarker	LOD
Mo17	1	F2_MLA	9	42.74	9_82747942	9_83247350	0.0312
Mo17	1	F2_MLA	9	43.74	9_88589073	9_88651684	0.023
Mo17	1	F2_MLA	9	44.74	9_100305442	9_101203080	0.053
Mo17	1	F2_MLA	9	45.74	9_101203080	9_101203092	0.1325
Mo17	1	F2_MLA	9	46.74	9_101393719	9_102928797	0.1568
Mo17	1	F2_MLA	9	47.74	9_102928798	9_102928807	0.152
Mo17	1	F2_MLA	9	48.74	9_102928807	9_103054141	0.0681
Mo17	1	F2_MLA	9	49.74	9_103185341	9_103410139	0.0015
Mo17	1	F2_MLA	9	50.74	9_103410139	9_119286841	0.0022
Mo17	1	F2_MLA	9	51.74	9_119286841	9_133546253	0.0106
Mo17	1	F2_MLA	9	52.74	9_133546253	9_133792726	0.0287
Mo17	1	F2_MLA	9	53.74	9_133792726	9_136771646	0.0464
Mo17	1	F2_MLA	9	54.74	9_136771646	9_136803234	0.0644
Mo17	1	F2_MLA	9	55.74	9_136803234	9_137763775	0.1102
Mo17	1	F2_MLA	9	56.74	9_136803234	9_137763775	0.1924
Mo17	1	F2_MLA	9	57.74	9_137763775	9_138709589	0.2438
Mo17	1	F2_MLA	9	58.74	9_138709589	9_139750320	0.182
Mo17	1	F2_MLA	9	59.74	9_138709589	9_139750320	0.1649
Mo17	1	F2_MLA	9	60.74	9_139856271	9_140016028	0.1864
Mo17	1	F2_MLA	9	61.74	9_139856271	9_140016028	0.1921
Mo17	1	F2_MLA	9	62.74	9_140016028	9_140016066	0.1859
Mo17	1	F2_MLA	9	63.74	9_140219941	9_142619580	0.0995
Mo17	1	F2_MLA	9	64.74	9_140219941	9_142619580	0.0942
Mo17	1	F2_MLA	9	65.74	9_144800795	9_147335875	0.0956
Mo17	1	F2_MLA	9	66.74	9_144800795	9_147335875	0.0681
Mo17	1	F2_MLA	9	67.74	9_147335875	9_147335918	0.0434
Mo17	1	F2_MLA	9	68.74	9_147335918	9_147819633	0.0461
Mo17	1	F2_MLA	9	69.74	9_147819633	9_151282531	0.0788
Mo17	1	F2_MLA	9	70.74	9_147819633	9_151282531	0.1099
Mo17	1	F2_MLA	9	71.74	9_151282531	9_151480046	0.0686
Mo17	1	F2_MLA	9	72.74	9_151480046	9_151662884	0.131
Mo17	1	F2_MLA	9	73.74	9_151969871	9_153415792	0.1243
Mo17	1	F2_MLA	9	74.74	9_151969871	9_153415792	0.0898
Mo17	1	F2_MLA	9	75.74	9_151969871	9_153415792	0.064
Mo17	1	F2_MLA	9	76.74	9_153415792	9_153419371	0.0462
Mo17	1	F2_MLA	9	77.74	9_153415792	9_153419371	0.0128
Mo17	1	F2_MLA	9	78.74	9_153419371	9_153673706	0.0096
Mo17	1	F2_MLA	9	79.74	9_153419371	9_153673706	0.0091
Mo17	1	F2_MLA	9	80.74	9_153419371	9_153673706	0.0081
Mo17	1	F2_MLA	9	81.74	9_153419371	9_153673706	0.0068
Mo17	1	F2_MLA	9	82.74	9_153673706	9_153673708	0.0054
Mo17	1	F2_MLA	9	83.74	9_153673706	9_153673708	0.0052
Mo17	1	F2_MLA	9	84.74	9_153673706	9_153673708	0.0045
Mo17	1	F2_MLA	9	85.74	9_153673708	9_153673711	0.0036
Mo17	1	F2_MLA	9	86.74	9_153673711	9_153784417	0.0991
Mo17	1	F2_MLA	9	87.74	9_153673711	9_153784417	0.0731
Mo17	1	F2_MLA	9	88.74	9_153673711	9_153784417	0.0663
Mo17	1	F2_MLA	9	89.74	9_153784417	9_154250981	0.0675
Mo17	1	F2_MLA	9	90.74	9_153784417	9_154250981	0.0706
Mo17	1	F2_MLA	9	91.74	9_153784417	9_154250981	0.0761
Mo17	1	F2_MLA	9	92.74	9_154250981	9_154250994	0.0871
Mo17	1	F2_MLA	9	93.74	9_154251008	9_154367164	0.2343
Mo17	1	F2_MLA	9	94.74	9_154367164	9_154378231	0.2629
Mo17	1	F2_MLA	9	95.74	9_154367164	9_154378231	0.3876
Mo17	1	F2_MLA	9	96.74	9_154367164	9_154378231	0.5395
Mo17	1	F2_MLA	9	97.74	9_154367164	9_154378231	0.7094
Mo17	1	F2_MLA	10	12.4	10_10245169	10_10614929	1.1786
Mo17	1	F2_MLA	10	13.4	10_10245169	10_10614929	1.3183
Mo17	1	F2_MLA	10	14.4	10_10614929	10_10882744	1.2349
Mo17	1	F2_MLA	10	15.4	10_10614929	10_10882744	1.0941
Mo17	1	F2_MLA	10	16.4	10_10614929	10_10882744	0.9473
Mo17	1	F2_MLA	10	17.4	10_10614929	10_10882744	0.8017
Mo17	1	F2_MLA	10	18.4	10_10882744	10_10882753	0.6695
Mo17	1	F2_MLA	10	19.4	10_10882753	10_11195560	0.6523
Mo17	1	F2_MLA	10	20.4	10_11195560	10_12352602	0.8411
Mo17	1	F2_MLA	10	21.4	10_11195560	10_12352602	1.1797
Mo17	1	F2_MLA	10	22.4	10_12352602	10_12352611	1.3966
Mo17	1	F2_MLA	10	23.4	10_12352611	10_12744911	1.715
Mo17	1	F2_MLA	10	24.4	10_12744911	10_12745080	1.7593
Mo17	1	F2_MLA	10	25.4	10_12744911	10_12745080	1.2562
Mo17	1	F2_MLA	10	26.4	10_12745080	10_12751572	1.2836
Mo17	1	F2_MLA	10	27.4	10_12751572	10_12751616	1.3213
Mo17	1	F2_MLA	10	28.4	10_12751947	10_12751966	1.1716
Mo17	1	F2_MLA	10	29.4	10_12751980	10_12924395	0.6884
Mo17	1	F2_MLA	10	30.4	10_13172130	10_15006520	0.629
Mo17	1	F2_MLA	10	31.4	10_15006520	10_15006559	0.446
Mo17	1	F2_MLA	10	32.4	10_15095153	10_15095190	0.3888
Mo17	1	F2_MLA	10	33.4	10_15219401	10_15221294	0.295
Mo17	1	F2_MLA	10	34.4	10_15549424	10_15800735	0.3029
Mo17	1	F2_MLA	10	35.4	10_17885883	10_18479814	0.3183
Mo17	1	F2_MLA	10	36.4	10_18479814	10_19031247	0.3261
Mo17	1	F2_MLA	10	37.4	10_22095677	10_22428459	0.276
Mo17	1	F2_MLA	10	38.4	10_22878555	10_23214091	0.1743
Mo17	1	F2_MLA	10	39.4	10_26349987	10_33772181	0.1628
Mo17	1	F2_MLA	10	40.4	10_26349987	10_33772181	0.2203
Mo17	1	F2_MLA	10	41.4	10_42409157	10_50596226	0.2445
Mo17	1	F2_MLA	10	42.4	10_51310340	10_54171742	0.3554
Mo17	1	F2_MLA	10	43.4	10_54171742	10_59513952	0.2128
Mo17	1	F2_MLA	10	44.4	10_61493394	10_63031215	0.2824
Mo17	1	F2_MLA	10	45.4	10_63031215	10_70276055	0.1694
Mo17	1	F2_MLA	10	46.4	10_70276055	10_72979033	0.2234
Mo17	1	F2_MLA	10	47.4	10_72979033	10_77272430	0.1729
Mo17	1	F2_MLA	10	48.4	10_77677301	10_77677413	0.2337
Mo17	1	F2_MLA	10	49.4	10_78095081	10_79276132	0.3406
Mo17	1	F2_MLA	10	50.4	10_89985315	10_90244691	0.3421
Mo17	1	F2_MLA	10	51.4	10_90244691	10_91480586	0.4054
Mo17	1	F2_MLA	10	52.4	10_106313759	10_108358713	0.4779
Mo17	1	F2_MLA	10	53.4	10_109019984	10_111353986	0.3649
Mo17	1	F2_MLA	10	54.4	10_111354005	10_111354013	0.6419
Mo17	1	F2_MLA	10	55.4	10_111354013	10_111354169	0.7049
Mo17	1	F2_MLA	10	56.4	10_111354013	10_111354169	0.8645
Mo17	1	F2_MLA	10	57.4	10_111354169	10_111354182	0.8347
Mo17	1	F2_MLA	10	58.4	10_111354182	10_113167579	0.8741
Mo17	1	F2_MLA	10	59.4	10_113979912	10_113979918	0.9869
Mo17	1	F2_MLA	10	60.4	10_113979924	10_113979928	1.1681
Mo17	1	F2_MLA	10	61.4	10_113979928	10_113979930	1.1443
Mo17	1	F2_MLA	10	62.4	10_113979928	10_113979930	1.0808
Mo17	1	F2_MLA	10	63.4	10_113979930	10_113979933	0.9677
Mo17	1	F2_MLA	10	64.4	10_113979930	10_113979933	0.9676
Mo17	1	F2_MLA	10	65.4	10_113979930	10_113979933	0.9479
Mo17	1	F2_MLA	10	66.4	10_113979930	10_113979933	0.9068
Mo17	1	F2_MLA	10	67.4	10_113979930	10_113979933	0.8448
Mo17	1	F2_MLA	10	68.4	10_113979933	10_114533174	0.916
Mo17	1	F2_MLA	10	69.4	10_113979933	10_114533174	1.0097
Mo17	1	F2_MLA	10	70.4	10_113979933	10_114533174	1.0892
Mo17	1	F2_MLA	10	71.4	10_113979933	10_114533174	1.1498
Mo17	1	F2_MLA	10	72.4	10_113979933	10_114533174	1.189
Mo17	1	F2_MLA	10	73.4	10_113979933	10_114533174	1.2066
Mo17	1	F2_MLA	10	74.4	10_113979933	10_114533174	1.2043
Mo17	1	F2_MLA	10	75.4	10_114854035	10_115122619	1.0293
Mo17	1	F2_MLA	10	76.4	10_115146803	10_116450618	0.5823
Mo17	1	F2_MLA	10	77.4	10_117028238	10_117028239	0.4288
Mo17	1	F2_MLA	10	78.4	10_117028239	10_117028242	0.6166
Mo17	1	F2_MLA	10	79.4	10_117028242	10_117028248	0.6241
Mo17	1	F2_MLA	10	80.4	10_117028242	10_117028248	0.6908
Mo17	1	F2_MLA	10	81.4	10_117028242	10_117028248	0.7423
Mo17	1	F2_MLA	10	82.4	10_117028242	10_117028248	0.7764
Mo17	1	F2_MLA	10	83.4	10_117028242	10_117028248	0.7949
Mo17	1	F2_MLA	10	84.4	10_117028242	10_117028248	0.8027
Mo17	1	F2_MLA	10	85.4	10_117028248	10_117615774	0.7934
Mo17	1	F2_MLA	10	86.4	10_117028248	10_117615774	0.7458
Mo17	1	F2_MLA	10	87.4	10_117028248	10_117615774	0.6628
Mo17	1	F2_MLA	10	88.4	10_117028248	10_117615774	0.5503
Mo17	1	F2_MLA	10	89.4	10_117028248	10_117615774	0.4217
Mo17	1	F2_MLA	10	90.4	10_117028248	10_117615774	0.2975
Mo17	1	F2_MLA	10	91.4	10_117623693	10_117623705	0.2206
Mo17	1	F2_MLA	10	92.4	10_117623705	10_123343403	0.2067
Mo17	1	F2_MLA	10	93.4	10_123343403	10_123343406	0.2635
Mo17	1	F2_MLA	10	94.4	10_123819528	10_123819529	0.1971
Mo17	1	F2_MLA	10	95.4	10_123880771	10_123880803	0.255
Mo17	1	F2_MLA	10	96.4	10_123880803	10_124062127	0.2666
Mo17	1	F2_MLA	10	97.4	10_124064221	10_124333672	0.3159
Mo17	1	F2_MLA	10	98.4	10_125950909	10_132512619	0.3079
Mo17	1	F2_MLA	10	99.4	10_132512619	10_135047903	0.1964
Mo17	1	F2_MLA	10	100.4	10_135047903	10_135609904	0.2165
Mo17	1	F2_MLA	10	101.4	10_135801262	10_139839754	0.2628
Mo17	1	F2_MLA	10	102.4	10_135801262	10_139839754	0.225
Mo17	1	F2_MLA	10	103.4	10_135801262	10_139839754	0.1891
Mo17	1	F2_MLA	10	104.4	10_139877733	10_139984058	0.2068
Mo17	1	F2_MLA	10	105.4	10_139877733	10_139984058	0.2441
Mo17	1	F2_MLA	10	106.4	10_139877733	10_139984058	0.2878
Mo17	1	F2_MLA	10	107.4	10_139984058	10_140727578	0.2935
Mo17	1	F2_MLA	10	108.4	10_140727578	10_140854229	0.2655
Mo17	1	F2_MLA	10	109.4	10_140727578	10_140854229	0.2784
Mo17	1	F2_MLA	10	110.4	10_140727578	10_140854229	0.2859
Mo17	1	F2_MLA	10	111.4	10_142715776	10_142920292	0.2523
Mo17	1	F2_MLA	10	112.4	10_142715776	10_142920292	0.1907
Mo17	1	F2_MLA	10	113.4	10_143062372	10_144913800	0.1338
Mo17	1	F2_MLA	10	114.4	10_143062372	10_144913800	0.1292
Mo17	1	F2_MLA	10	115.4	10_143062372	10_144913800	0.1231
Mo17	1	F2_MLA	10	116.4	10_144913800	10_145175157	0.1304
Mo17	1	F2_MLA	10	117.4	10_144913800	10_145175157	0.1864
Mo17	1	F2_MLA	10	118.4	10_144913800	10_145175157	0.2485
Mo17	1	F2_MLA	10	119.4	10_145175157	10_145175183	0.3098
Mo17	1	F2_MLA	10	120.4	10_145175157	10_145175183	0.4085
Mo17	1	F2_MLA	10	121.4	10_145175183	10_146682103	0.4212
Mo17	1	F2_MLA	10	122.4	10_145175183	10_146682103	0.3854
Mo17	1	F2_MLA	10	123.4	10_146682103	10_146687358	0.4004
Mo17	1	F2_MLA	10	124.4	10_146687358	10_147385989	0.4771
Mo17	1	F2_MLA	10	125.4	10_147385989	10_147405087	0.6237
Mo17	1	F2_MLA	10	126.4	10_147385989	10_147405087	0.5881
Mo17	1	F2_MLA	10	127.4	10_147385989	10_147405087	0.5282
Mo17	1	F2_MLA	10	128.4	10_147405087	10_147706534	0.4198
Mo17	1	F2_MLA	10	129.4	10_147405087	10_147706534	0.2607
Mo17	1	F2_MLA	10	130.4	10_147405087	10_147706534	0.1549
Mo17	1	F2_MLA	10	131.4	10_147405087	10_147706534	0.1328
Mo17	1	F2_MLA	10	132.4	10_147706534	10_148513275	0.1729
Mo17	2	F3_MLA	1	10.91	1_10960822	1_10978348	0.0795
Mo17	2	F3_MLA	1	11.91	1_10960822	1_10978348	0.1311
Mo17	2	F3_MLA	1	12.91	1_10978348	1_11526000	0.1928
Mo17	2	F3_MLA	1	13.91	1_10978348	1_11526000	0.108
Mo17	2	F3_MLA	1	14.91	1_10978348	1_11526000	0.0409
Mo17	2	F3_MLA	1	15.91	1_11526000	1_11910984	0.0163
Mo17	2	F3_MLA	1	16.91	1_11910984	1_12521832	0.0207
Mo17	2	F3_MLA	1	17.91	1_12521832	1_12521847	0.0505
Mo17	2	F3_MLA	1	18.91	1_12521847	1_12822585	0.1222
Mo17	2	F3_MLA	1	19.91	1_12822585	1_12822598	0.1338
Mo17	2	F3_MLA	1	20.91	1_12822598	1_13642058	0.0289
Mo17	2	F3_MLA	1	21.91	1_12822598	1_13642058	0.0883
Mo17	2	F3_MLA	1	22.91	1_13642058	1_13643091	0.1853
Mo17	2	F3_MLA	1	23.91	1_13642058	1_13643091	0.2831
Mo17	2	F3_MLA	1	24.91	1_14449070	1_14510716	0.2995
Mo17	2	F3_MLA	1	25.91	1_14510717	1_16783679	0.4136
Mo17	2	F3_MLA	1	26.91	1_16783679	1_21471998	0.5152
Mo17	2	F3_MLA	1	27.91	1_22069480	1_23193075	0.3188
Mo17	2	F3_MLA	1	28.91	1_22069480	1_23193075	0.0672
Mo17	2	F3_MLA	1	29.91	1_23193075	1_25411124	0.0373
Mo17	2	F3_MLA	1	30.91	1_23193075	1_25411124	0.0713
Mo17	2	F3_MLA	1	31.91	1_25411124	1_25416030	0.0937
Mo17	2	F3_MLA	1	32.91	1_25411124	1_25416030	0.111
Mo17	2	F3_MLA	1	33.91	1_26690898	1_28794056	0.2346
Mo17	2	F3_MLA	1	34.91	1_26690898	1_28794056	0.2269
Mo17	2	F3_MLA	1	35.91	1_28794056	1_28962825	0.2229
Mo17	2	F3_MLA	1	36.91	1_28794056	1_28962825	0.252
Mo17	2	F3_MLA	1	37.91	1_28962825	1_28963154	0.2648
Mo17	2	F3_MLA	1	38.91	1_28963158	1_28966154	0.3441
Mo17	2	F3_MLA	1	39.91	1_28963158	1_28966154	0.2693
Mo17	2	F3_MLA	1	40.91	1_28963158	1_28966154	0.1978
Mo17	2	F3_MLA	1	41.91	1_28963158	1_28966154	0.1339
Mo17	2	F3_MLA	1	42.91	1_28963158	1_28966154	0.0824
Mo17	2	F3_MLA	1	43.91	1_28966154	1_28967562	0.0498
Mo17	2	F3_MLA	1	44.91	1_28967562	1_29155639	0.0384
Mo17	2	F3_MLA	1	45.91	1_29155639	1_30539687	0.0299
Mo17	2	F3_MLA	1	46.91	1_31765358	1_32666417	0.0355
Mo17	2	F3_MLA	1	47.91	1_32753552	1_32837869	0.044
Mo17	2	F3_MLA	1	48.91	1_34254594	1_34597019	0.3154
Mo17	2	F3_MLA	1	49.91	1_34668138	1_34814398	0.4478
Mo17	2	F3_MLA	1	50.91	1_34967975	1_37312441	0.4942
Mo17	2	F3_MLA	1	51.91	1_37312441	1_37805649	0.4579
Mo17	2	F3_MLA	1	52.91	1_38010229	1_38192996	0.4815
Mo17	2	F3_MLA	1	53.91	1_38725092	1_40093379	0.3078
Mo17	2	F3_MLA	1	54.91	1_40242113	1_40242164	0.0523
Mo17	2	F3_MLA	1	55.91	1_40398609	1_40771435	0.0748
Mo17	2	F3_MLA	1	56.91	1_41426303	1_41428068	0.0741
Mo17	2	F3_MLA	1	57.91	1_41428068	1_42018546	0.1781
Mo17	2	F3_MLA	1	58.91	1_43126434	1_43229109	0.1123
Mo17	2	F3_MLA	1	59.91	1_46232239	1_46418651	0.0772
Mo17	2	F3_MLA	1	60.91	1_46543124	1_49131281	0.1194
Mo17	2	F3_MLA	1	61.91	1_51459315	1_51459353	0.1335
Mo17	2	F3_MLA	1	62.91	1_51459353	1_51460124	0.0907
Mo17	2	F3_MLA	1	63.91	1_51976885	1_51976904	0.1264
Mo17	2	F3_MLA	1	64.91	1_52162308	1_52162314	0.0925
Mo17	2	F3_MLA	1	65.91	1_52162314	1_52162316	0.0945
Mo17	2	F3_MLA	1	66.91	1_52162314	1_52162316	0.0324
Mo17	2	F3_MLA	1	67.91	1_52162316	1_52252502	0.0384
Mo17	2	F3_MLA	1	68.91	1_52252502	1_52538918	0.1553
Mo17	2	F3_MLA	1	69.91	1_52538918	1_52564355	0.1527
Mo17	2	F3_MLA	1	70.91	1_52564620	1_52567839	0.1059
Mo17	2	F3_MLA	1	71.91	1_52567839	1_52609194	0.1203
Mo17	2	F3_MLA	1	72.91	1_52609194	1_52626274	0.1229
Mo17	2	F3_MLA	1	73.91	1_52626274	1_53129468	0.0899
Mo17	2	F3_MLA	1	74.91	1_53129468	1_53176428	0.1218
Mo17	2	F3_MLA	1	75.91	1_53176428	1_53635186	0.144
Mo17	2	F3_MLA	1	76.91	1_55453061	1_56308094	0.1442
Mo17	2	F3_MLA	1	77.91	1_59505962	1_59959333	0.207
Mo17	2	F3_MLA	1	78.91	1_60087187	1_60094565	0.1844
Mo17	2	F3_MLA	1	79.91	1_61694504	1_61694512	0.0598
Mo17	2	F3_MLA	1	80.91	1_61694512	1_61694705	0.1464
Mo17	2	F3_MLA	1	81.91	1_67646526	1_67849347	0.0968
Mo17	2	F3_MLA	1	82.91	1_67849347	1_67984854	0.1082
Mo17	2	F3_MLA	1	83.91	1_67984854	1_90222105	0.26
Mo17	2	F3_MLA	1	84.91	1_90222105	1_90222106	0.3522
Mo17	2	F3_MLA	1	85.91	1_90792391	1_90819965	0.2607
Mo17	2	F3_MLA	1	86.91	1_90819965	1_90820028	0.2904
Mo17	2	F3_MLA	1	87.91	1_90819965	1_90820028	0.3099
Mo17	2	F3_MLA	1	88.91	1_90820061	1_90882067	0.406
Mo17	2	F3_MLA	1	89.91	1_90820061	1_90882067	0.4704
Mo17	2	F3_MLA	1	90.91	1_90892964	1_90892966	0.5128
Mo17	2	F3_MLA	1	91.91	1_90892966	1_90892970	0.3755
Mo17	2	F3_MLA	1	92.91	1_95457484	1_97611084	0.2514
Mo17	2	F3_MLA	1	93.91	1_97611084	1_99283151	0.3667
Mo17	2	F3_MLA	1	94.91	1_99283484	1_99664607	0.3117
Mo17	2	F3_MLA	1	95.91	1_99664607	1_99714720	0.2783
Mo17	2	F3_MLA	1	96.91	1_106843917	1_106843918	0.1473
Mo17	2	F3_MLA	1	97.91	1_112849781	1_116086188	0.1096
Mo17	2	F3_MLA	1	98.91	1_116086188	1_119378379	0.0919
Mo17	2	F3_MLA	1	99.91	1_119693602	1_121399396	0.1353
Mo17	2	F3_MLA	1	100.91	1_121399396	1_133331354	0.0579
Mo17	2	F3_MLA	1	101.91	1_155677012	1_157239943	0.2201
Mo17	2	F3_MLA	1	102.91	1_161683258	1_162586579	0.1075
Mo17	2	F3_MLA	1	103.91	1_174003701	1_174016983	0.374
Mo17	2	F3_MLA	1	104.91	1_176049357	1_179592341	0.2634
Mo17	2	F3_MLA	1	105.91	1_179720047	1_179963672	0.2146
Mo17	2	F3_MLA	1	106.91	1_182075803	1_182356542	0.2232
Mo17	2	F3_MLA	1	107.91	1_182356581	1_187092906	0.1724
Mo17	2	F3_MLA	1	108.91	1_187120925	1_187974422	0.192
Mo17	2	F3_MLA	1	109.91	1_187980427	1_189087512	0.4957
Mo17	2	F3_MLA	1	110.91	1_189087512	1_191863440	0.397
Mo17	2	F3_MLA	1	111.91	1_191863440	1_192043391	0.4235
Mo17	2	F3_MLA	1	112.91	1_192043391	1_192043398	0.5783
Mo17	2	F3_MLA	1	113.91	1_193169958	1_193768254	0.6965
Mo17	2	F3_MLA	1	114.91	1_194659938	1_195754310	0.7878
Mo17	2	F3_MLA	1	115.91	1_195767119	1_195769453	0.699
Mo17	2	F3_MLA	1	116.91	1_195769453	1_195769454	0.3832
Mo17	2	F3_MLA	1	117.91	1_196265703	1_197374311	0.3078
Mo17	2	F3_MLA	1	118.91	1_199075640	1_199075674	0.213
Mo17	2	F3_MLA	1	119.91	1_199075640	1_199075674	0.1686
Mo17	2	F3_MLA	1	120.91	1_199075674	1_199075679	0.2107
Mo17	2	F3_MLA	1	121.91	1_199075679	1_199075684	0.2585
Mo17	2	F3_MLA	1	122.91	1_199161072	1_199161091	0.1398
Mo17	2	F3_MLA	1	123.91	1_199273526	1_199485132	0.0052
Mo17	2	F3_MLA	1	124.91	1_199501450	1_200247732	0.0319
Mo17	2	F3_MLA	1	125.91	1_200635808	1_200635849	0.0063
Mo17	2	F3_MLA	1	126.91	1_202763086	1_203715630	0.0181
Mo17	2	F3_MLA	1	127.91	1_203715630	1_203720117	0.0224
Mo17	2	F3_MLA	1	128.91	1_203720117	1_205192909	0.0832
Mo17	2	F3_MLA	1	129.91	1_205832658	1_206317411	0.0333
Mo17	2	F3_MLA	1	130.91	1_206317548	1_206329860	0.0227
Mo17	2	F3_MLA	1	131.91	1_206339235	1_206339250	0.0387
Mo17	2	F3_MLA	1	132.91	1_207387969	1_208315865	0.2186
Mo17	2	F3_MLA	1	133.91	1_208431154	1_208431296	0.2103
Mo17	2	F3_MLA	1	134.91	1_208431322	1_208529203	0.0265
Mo17	2	F3_MLA	1	135.91	1_210465356	1_210525054	0.0512
Mo17	2	F3_MLA	1	136.91	1_211621970	1_212488064	0.0339
Mo17	2	F3_MLA	1	137.91	1_212502335	1_212902029	0.1692
Mo17	2	F3_MLA	1	138.91	1_212980260	1_212987209	0.3291
Mo17	2	F3_MLA	1	139.91	1_212987209	1_213093914	0.2099
Mo17	2	F3_MLA	1	140.91	1_213130384	1_214929456	0.0899
Mo17	2	F3_MLA	1	141.91	1_214992911	1_214993019	0.0924
Mo17	2	F3_MLA	1	142.91	1_214993026	1_214993355	0.1806
Mo17	2	F3_MLA	1	143.91	1_216875564	1_217586127	0.2061
Mo17	2	F3_MLA	1	144.91	1_219553308	1_219553314	0.2955
Mo17	2	F3_MLA	1	145.91	1_219553308	1_219553314	0.4003
Mo17	2	F3_MLA	1	146.91	1_219553308	1_219553314	0.4964
Mo17	2	F3_MLA	1	147.91	1_219975965	1_223566127	0.4876
Mo17	2	F3_MLA	1	148.91	1_219975965	1_223566127	0.4304
Mo17	2	F3_MLA	1	149.91	1_219975965	1_223566127	0.375
Mo17	2	F3_MLA	1	150.91	1_223566127	1_229613070	0.3205
Mo17	2	F3_MLA	1	151.91	1_229613070	1_229900399	0.3528
Mo17	2	F3_MLA	1	152.91	1_230012821	1_230720299	0.3475
Mo17	2	F3_MLA	1	153.91	1_230720299	1_230957070	0.3172
Mo17	2	F3_MLA	1	154.91	1_230957070	1_231279283	0.2555
Mo17	2	F3_MLA	1	155.91	1_231279283	1_232513586	0.4282
Mo17	2	F3_MLA	1	156.91	1_231279283	1_232513586	0.3247
Mo17	2	F3_MLA	1	157.91	1_232514054	1_237053449	0.3482
Mo17	2	F3_MLA	1	158.91	1_232514054	1_237053449	0.3482
Mo17	2	F3_MLA	1	159.91	1_251995265	1_251995326	0.2995
Mo17	2	F3_MLA	1	160.91	1_251995343	1_253381673	0.2703
Mo17	2	F3_MLA	1	161.91	1_253381673	1_253719150	0.1686
Mo17	2	F3_MLA	1	162.91	1_253381673	1_253719150	0.0547
Mo17	2	F3_MLA	1	163.91	1_255089284	1_255089333	0.0813
Mo17	2	F3_MLA	1	164.91	1_255089333	1_255638118	0.1799
Mo17	2	F3_MLA	1	165.91	1_255638129	1_257972299	0.3108
Mo17	2	F3_MLA	1	166.91	1_255638129	1_257972299	0.4252
Mo17	2	F3_MLA	1	167.91	1_264989532	1_267198718	0.4493
Mo17	2	F3_MLA	1	168.91	1_264989532	1_267198718	0.9625
Mo17	2	F3_MLA	1	169.91	1_267783913	1_268610210	0.6231
Mo17	2	F3_MLA	1	170.91	1_267783913	1_268610210	0.6641
Mo17	2	F3_MLA	1	171.91	1_268610210	1_268610397	0.706
Mo17	2	F3_MLA	1	172.91	1_268610397	1_268610598	0.7481
Mo17	2	F3_MLA	1	173.91	1_268610397	1_268610598	0.7609
Mo17	2	F3_MLA	1	174.91	1_268610619	1_268812860	0.6714
Mo17	2	F3_MLA	1	175.91	1_268812889	1_268948969	0.4456
Mo17	2	F3_MLA	1	176.91	1_269328775	1_269328778	0.5572
Mo17	2	F3_MLA	1	177.91	1_269328778	1_269328781	0.6062
Mo17	2	F3_MLA	1	178.91	1_269328781	1_270696911	0.6519
Mo17	2	F3_MLA	1	179.91	1_269328781	1_270696911	0.6918
Mo17	2	F3_MLA	1	180.91	1_269328781	1_270696911	0.7071
Mo17	2	F3_MLA	1	181.91	1_269328781	1_270696911	0.7006
Mo17	2	F3_MLA	1	182.91	1_270696911	1_270696988	0.7188
Mo17	2	F3_MLA	1	183.91	1_270696911	1_270696988	0.7668
Mo17	2	F3_MLA	1	184.91	1_270696911	1_270696988	0.7976
Mo17	2	F3_MLA	1	185.91	1_270696911	1_270696988	0.8085
Mo17	2	F3_MLA	1	186.91	1_270696988	1_271334864	0.7778
Mo17	2	F3_MLA	1	187.91	1_270696988	1_271334864	0.5153
Mo17	2	F3_MLA	1	188.91	1_271334864	1_271334865	0.2884
Mo17	2	F3_MLA	1	189.91	1_273100835	1_274731414	0.2063
Mo17	2	F3_MLA	1	190.91	1_274731414	1_275768594	0.2567
Mo17	2	F3_MLA	1	191.91	1_275768594	1_275776607	0.2033
Mo17	2	F3_MLA	1	192.91	1_275776607	1_276700305	3.9139
Mo17	2	F3_MLA	1	193.91	1_277497694	1_278041145	0.2119
Mo17	2	F3_MLA	1	194.91	1_278713965	1_279122652	0.2387
Mo17	2	F3_MLA	1	195.91	1_279773513	1_279911748	0.2189
Mo17	2	F3_MLA	1	196.91	1_279915784	1_280344199	0.2399
Mo17	2	F3_MLA	1	197.91	1_280344199	1_280468649	0.3915
Mo17	2	F3_MLA	1	198.91	1_280716143	1_281065292	0.4124
Mo17	2	F3_MLA	1	199.91	1_281158277	1_281700866	0.5529
Mo17	2	F3_MLA	1	200.91	1_281700866	1_281700874	0.3823
Mo17	2	F3_MLA	1	201.91	1_281700935	1_281701841	0.3695
Mo17	2	F3_MLA	1	202.91	1_281701868	1_281701872	0.2579
Mo17	2	F3_MLA	1	203.91	1_281701872	1_281701969	0.1436
Mo17	2	F3_MLA	1	204.91	1_281701974	1_281701977	0.0354
Mo17	2	F3_MLA	1	205.91	1_281706929	1_281709319	0.0221
Mo17	2	F3_MLA	1	206.91	1_281864752	1_281864855	0.0557
Mo17	2	F3_MLA	1	207.91	1_281864855	1_284500666	0.0747
Mo17	2	F3_MLA	1	208.91	1_285075837	1_285309837	0.1049
Mo17	2	F3_MLA	1	209.91	1_285523322	1_285928871	0.1626
Mo17	2	F3_MLA	1	210.91	1_285964902	1_286021872	0.1535
